date,obs,sim,bf
1999-08-03 00:00:00 +0000 UTC,0.0002698413756203629,0.0004437420666088842,0.00033172660109727424
1999-08-04 00:00:00 +0000 UTC,0.00027498123731396084,0.0003973810764795428,0.00038221012282141023
1999-08-05 00:00:00 +0000 UTC,0.0003263795785276535,0.0005723589382616576,0.0004315104412739095
1999-08-06 00:00:00 +0000 UTC,0.0003674982576257695,0.0005874640060409885,0.00041804363219362617
1999-08-07 00:00:00 +0000 UTC,0.0003443690178657222,0.00047583074524801266,0.0004219139012056614
1999-08-08 00:00:00 +0000 UTC,0.00036235842656798126,0.0005810531639244682,0.00046898577082680256
1999-08-09 00:00:00 +0000 UTC,0.00035721859551019294,0.0007907389947455139,0.0004901765178011366
1999-08-10 00:00:00 +0000 UTC,0.0003443690178657222,0.0005948189566449751,0.0004626644438196237
1999-08-11 00:00:00 +0000 UTC,0.00032380966299875934,0.0005041441531141161,0.0004642758626455454
1999-08-12 00:00:00 +0000 UTC,0.00030839016982539444,0.0005333301890582644,0.00043821751138417987
1999-08-13 00:00:00 +0000 UTC,0.00030325030813179647,0.00046498394183190845,0.00042254532587306706
1999-08-14 00:00:00 +0000 UTC,0.00028526089942953743,0.00047082867289336696,0.0004171571580581686
1999-08-15 00:00:00 +0000 UTC,0.00027241129114925707,0.000468071730434733,0.00039374343223160793
1999-08-16 00:00:00 +0000 UTC,0.0002503100053464435,0.0004119558249295898,0.0003716438455645746
1999-08-17 00:00:00 +0000 UTC,0.00023283457362280137,0.00039060589971698595,0.00035321831998177104
1999-08-18 00:00:00 +0000 UTC,0.00022049895763904268,0.00037375479895040194,0.0003333932810456817
1999-08-19 00:00:00 +0000 UTC,0.0002102192955234661,0.0003488142096510406,0.00031468095950442553
1999-08-20 00:00:00 +0000 UTC,0.0002158731035598713,0.0003292363596455539,0.000297018902012778
1999-08-21 00:00:00 +0000 UTC,0.0002459411550744854,0.0003755689246856854,0.00035110073709111733
1999-08-22 00:00:00 +0000 UTC,0.0002826909839006433,0.000584534633391177,0.0003980988245345812
1999-08-23 00:00:00 +0000 UTC,0.00027755115284285503,0.0005315900152151285,0.0003757547833273845
1999-08-24 00:00:00 +0000 UTC,0.0002595617135047863,0.00039313512065343806,0.00035466484322951066
1999-08-25 00:00:00 +0000 UTC,0.0002359184661303124,0.00037165118187274535,0.00033555732029992065
1999-08-26 00:00:00 +0000 UTC,0.00022538180020752253,0.00035358470006274556,0.00031827346396234716
1999-08-27 00:00:00 +0000 UTC,0.0002192139998745956,0.00033731359953499164,0.00030266872352660394
1999-08-28 00:00:00 +0000 UTC,0.00019993961808998466,0.0003205656204882142,0.00028568087524919567
1999-08-29 00:00:00 +0000 UTC,0.0001912019022281636,0.00029889489194238347,0.00026964650173367795
1999-08-30 00:00:00 +0000 UTC,0.00018631905965968374,0.00028211885702193604,0.0002545120874254781
1999-08-31 00:00:00 +0000 UTC,0.0001824641710484377,0.00026628440844250355,0.00024022712043062945
1999-09-01 00:00:00 +0000 UTC,0.0001788662862444049,0.00025133869790937324,0.00022674392392970153
1999-09-02 00:00:00 +0000 UTC,0.00017629637071551077,0.0002372318433372308,0.00021401749705393812
1999-09-03 00:00:00 +0000 UTC,0.00016858662412882832,0.0002239167623661091,0.0002020053646925202
1999-09-04 00:00:00 +0000 UTC,0.0001634467777531352,0.00021134901522156614,0.00019066743572967703
1999-09-05 00:00:00 +0000 UTC,0.0001606198737349326,0.00019948665639462894,0.00017996586923850456
1999-09-06 00:00:00 +0000 UTC,0.00018066523630537373,0.00019693728910836794,0.00018174197912742293
1999-09-07 00:00:00 +0000 UTC,0.00025519284791492334,0.0003344347177496122,0.00024229394713871054
1999-09-08 00:00:00 +0000 UTC,0.0005139835959517843,0.000763377578420963,0.00029944732267738074
1999-09-09 00:00:00 +0000 UTC,0.0007427063231098408,0.0008718766095616859,0.0003533928581033367
1999-09-10 00:00:00 +0000 UTC,0.0006938778667892327,0.0009026250320437109,0.0004043105994434622
1999-09-11 00:00:00 +0000 UTC,0.0005576722212146042,0.0006811156152140815,0.0004179318268271429
1999-09-12 00:00:00 +0000 UTC,0.00041375679841748354,0.0004999113350640427,0.0003944746212668349
1999-09-13 00:00:00 +0000 UTC,0.0003495088489235105,0.00041340770516936303,0.0003732774204898951
1999-09-14 00:00:00 +0000 UTC,0.0003829177814349441,0.000502899396758791,0.0004230791035701858
1999-09-15 00:00:00 +0000 UTC,0.000398337274608309,0.0008244072003799064,0.0004700855740290007
1999-09-16 00:00:00 +0000 UTC,0.0003443690178657222,0.0006175391582018334,0.00044467506683329753
1999-09-17 00:00:00 +0000 UTC,0.0002981104770740082,0.0004669234778336783,0.0004197168469019723
1999-09-18 00:00:00 +0000 UTC,0.0002698413756203629,0.0004391306260586519,0.0003961594537509215
1999-09-19 00:00:00 +0000 UTC,0.00024234327027045262,0.00041448359823718624,0.00037392426335672784
1999-09-20 00:00:00 +0000 UTC,0.00023129261205114102,0.00039121993095671596,0.00035293706461636174
1999-09-21 00:00:00 +0000 UTC,0.00023257756981558808,0.000389684101294521,0.00036117785279903084
1999-09-22 00:00:00 +0000 UTC,0.00023437651987655688,0.0004262755069697738,0.0003409060701945401
1999-09-23 00:00:00 +0000 UTC,0.00022538180020752253,0.0003566744988596731,0.0003217720793089463
1999-09-24 00:00:00 +0000 UTC,0.00022718075026849133,0.00035257603268018214,0.0003255791061772413
1999-09-25 00:00:00 +0000 UTC,0.00022538180020752253,0.0003830314285555301,0.00031371695644744535
1999-09-26 00:00:00 +0000 UTC,0.0002215269269141813,0.00033928895274324864,0.0002961090054306266
1999-09-27 00:00:00 +0000 UTC,0.00021330318803097713,0.0003098053697299535,0.00027948933360190663
1999-09-28 00:00:00 +0000 UTC,0.00020585042993360314,0.000292416963834634,0.00026380247194318683
1999-09-29 00:00:00 +0000 UTC,0.00024157228948462243,0.0002766236377962886,0.0002498464380764491
1999-09-30 00:00:00 +0000 UTC,0.0006399095794108363,0.0005209323663186179,0.000306575915933615
1999-10-01 00:00:00 +0000 UTC,0.0009251704482045641,0.0013451631757399691,0.0003601213457283803
1999-10-02 00:00:00 +0000 UTC,0.0008994712929156225,0.0010534071158061632,0.00041066143811429993
1999-10-03 00:00:00 +0000 UTC,0.0007812550560432531,0.0009008040529471228,0.0004583648732752032
1999-10-04 00:00:00 +0000 UTC,0.0007401364075809467,0.0011268672330987997,0.0005033908639040705
1999-10-05 00:00:00 +0000 UTC,0.0006913079512603386,0.0012010151534125031,0.0005458896865836668
1999-10-06 00:00:00 +0000 UTC,0.0006142104241218947,0.0010244886240669587,0.0005860031833424432
1999-10-07 00:00:00 +0000 UTC,0.0005011340183073135,0.0008093222776648328,0.0005729062217734704
1999-10-08 00:00:00 +0000 UTC,0.00042660637606195426,0.0006335532909623289,0.0005407507884030466
1999-10-09 00:00:00 +0000 UTC,0.0003880576124927324,0.0005988514850133667,0.0005558476903012798
1999-10-10 00:00:00 +0000 UTC,0.0003726381193193675,0.000659963651860381,0.0005246496989192731
1999-10-11 00:00:00 +0000 UTC,0.0003520787644524046,0.0005598683939527292,0.0005102445059174852
1999-10-12 00:00:00 +0000 UTC,0.00032380966299875934,0.0005597954293200672,0.0004816060785639384
1999-10-13 00:00:00 +0000 UTC,0.00037006820379047336,0.0005271981781730484,0.00048659939999880686
1999-10-14 00:00:00 +0000 UTC,0.0009637192424095956,0.0008916618710212768,0.0005300406750000521
1999-10-15 00:00:00 +0000 UTC,0.0012721093509633708,0.0018752559860977808,0.0005710437271809821
1999-10-16 00:00:00 +0000 UTC,0.0012823890130789473,0.0015080479465897707,0.0006097454063583052
1999-10-17 00:00:00 +0000 UTC,0.0010074078676724153,0.0012118551609940197,0.0006462748813967769
1999-10-18 00:00:00 +0000 UTC,0.0006861681202025502,0.0009911780708584189,0.0006628336396850765
1999-10-19 00:00:00 +0000 UTC,0.0005191234270095726,0.0007846379837013282,0.0006256308617669193
1999-10-20 00:00:00 +0000 UTC,0.00042917629159084844,0.0006545690839841057,0.000590516159350611
1999-10-21 00:00:00 +0000 UTC,0.0003777779503771558,0.0006178301697142714,0.0005573723352926744
1999-10-22 00:00:00 +0000 UTC,0.0003649283420968754,0.000607128054480169,0.0005590184046757
1999-10-23 00:00:00 +0000 UTC,0.0004086169673596952,0.0006977958142248557,0.0005983950275730953
1999-10-24 00:00:00 +0000 UTC,0.00044973564645781126,0.0007880147342765607,0.0005974692338422504
1999-10-25 00:00:00 +0000 UTC,0.00041632671394637767,0.00068964494206482,0.0005751911683535519
1999-10-26 00:00:00 +0000 UTC,0.0003752080348482616,0.0006212150559898341,0.0005429074880821198
1999-10-27 00:00:00 +0000 UTC,0.00034693893339461635,0.0005680193847189388,0.000512435789755493
1999-10-28 00:00:00 +0000 UTC,0.00033408932511433593,0.0005361382342194753,0.00048367437249754156
1999-10-29 00:00:00 +0000 UTC,0.0003109600853542886,0.0005060464729283968,0.0004565272435840492
1999-10-30 00:00:00 +0000 UTC,0.0002981104770740082,0.0004776436680291666,0.0004309037980620095
1999-10-31 00:00:00 +0000 UTC,0.00029554056154511407,0.0004772438434090252,0.0004429913641977398
1999-11-01 00:00:00 +0000 UTC,0.0002981104770740082,0.0005260591376102795,0.00041812764522635473
1999-11-02 00:00:00 +0000 UTC,0.0004420258998711288,0.00043746791670614787,0.0003946594489920948
1999-11-03 00:00:00 +0000 UTC,0.001935148292677493,0.0011535313647411756,0.00044326102572566327
1999-11-04 00:00:00 +0000 UTC,0.0026984138787468676,0.003580756630914608,0.0004891347480513742
1999-11-05 00:00:00 +0000 UTC,0.003186698196866472,0.003200306042004335,0.0005324337219005692
1999-11-06 00:00:00 +0000 UTC,0.0025133797155800115,0.0035359860920378136,0.0005733024598477949
1999-11-07 00:00:00 +0000 UTC,0.0016524572168694206,0.0029110022206452306,0.0006118773634290273
1999-11-08 00:00:00 +0000 UTC,0.0011359037666603615,0.002387364300848683,0.0006482871783888846
1999-11-09 00:00:00 +0000 UTC,0.0008018143802744062,0.0019490882432372438,0.0006826534243762371
1999-11-10 00:00:00 +0000 UTC,0.00071700710654928,0.0015826867421705776,0.0007150908005223491
1999-11-11 00:00:00 +0000 UTC,0.0007504160696965232,0.0014476178057950843,0.0007457075682551872
1999-11-12 00:00:00 +0000 UTC,0.0007298566841937508,0.0017642490652177915,0.0007746059126275609
1999-11-13 00:00:00 +0000 UTC,0.0006604689036419895,0.0014507346683134887,0.0008018822833650437
1999-11-14 00:00:00 +0000 UTC,0.0006116405085930006,0.0012240860832998573,0.0008270917582832979
1999-11-15 00:00:00 +0000 UTC,0.0005628120522723925,0.0009899543338281174,0.0007854345299969722
1999-11-16 00:00:00 +0000 UTC,0.000508843764893996,0.000829984632109384,0.0007413505477739024
1999-11-17 00:00:00 +0000 UTC,0.00043688606881334054,0.0007756413224197135,0.0006997408615162155
1999-11-18 00:00:00 +0000 UTC,0.0004317462071197426,0.0007321070022910061,0.0006604665967344579
1999-11-19 00:00:00 +0000 UTC,0.00042917629159084844,0.0006910161273144424,0.0006233966735296741
1999-11-20 00:00:00 +0000 UTC,0.00046515513963117617,0.0007361200240293736,0.0006591599456622113
1999-11-21 00:00:00 +0000 UTC,0.0004985641027784194,0.0009677402449953631,0.0006807636434383782
1999-11-22 00:00:00 +0000 UTC,0.0005011340183073135,0.0008184318514870286,0.000649536631770221
1999-11-23 00:00:00 +0000 UTC,0.00048314457896924486,0.0006916260671296707,0.0006130801732945522
1999-11-24 00:00:00 +0000 UTC,0.00047286491685366827,0.0006764732455796932,0.0006267914330076906
1999-11-25 00:00:00 +0000 UTC,0.00045230556198670545,0.0007388019747256206,0.0005916115913595395
1999-11-26 00:00:00 +0000 UTC,0.0005268331735962551,0.0007813534675775058,0.0006291588606857734
1999-11-27 00:00:00 +0000 UTC,0.0007658355628698882,0.0013086509226134138,0.0006645987192854775
1999-11-28 00:00:00 +0000 UTC,0.000842933090008332,0.0012043050913266653,0.0006980494495277825
1999-11-29 00:00:00 +0000 UTC,0.0008043843570749198,0.0011316128778834605,0.0007296226949625935
1999-11-30 00:00:00 +0000 UTC,0.0006630388191708836,0.0014934783947998498,0.0007594238329367379
1999-12-01 00:00:00 +0000 UTC,0.0004317462071197426,0.0012063092681806366,0.0007875523262963342
1999-12-02 00:00:00 +0000 UTC,0.00046258522410228204,0.0009668513286899877,0.000748904247105297
1999-12-03 00:00:00 +0000 UTC,0.0004908543255559274,0.0007931274279070207,0.0007068705953427515
1999-12-04 00:00:00 +0000 UTC,0.0006784583736158678,0.0008183593369349332,0.0007379487374679388
1999-12-05 00:00:00 +0000 UTC,0.0007786851405143589,0.0010233495232077315,0.0007427940630810893
1999-12-06 00:00:00 +0000 UTC,0.0009251704482045641,0.001072272470996287,0.0007718559333813366
1999-12-07 00:00:00 +0000 UTC,0.0009945582287563253,0.0016580822652226797,0.0007992866518481012
1999-12-08 00:00:00 +0000 UTC,0.0008763420531555752,0.0014078235865838359,0.0008251777699292554
1999-12-09 00:00:00 +0000 UTC,0.0007221469376070683,0.0011411957866836262,0.000820447859969897
1999-12-10 00:00:00 +0000 UTC,0.0006578989881130953,0.0009356003860321373,0.0007819004078920631
1999-12-11 00:00:00 +0000 UTC,0.0006681786502286719,0.0008908208373372727,0.0008087673614378065
1999-12-12 00:00:00 +0000 UTC,0.0006219201707085772,0.001004310812881588,0.0007730027563156423
1999-12-13 00:00:00 +0000 UTC,0.0005730917143879691,0.0008253693706200671,0.0007296165306452047
1999-12-14 00:00:00 +0000 UTC,0.0005448225822985141,0.0007633645545798192,0.0006886654380484162
1999-12-15 00:00:00 +0000 UTC,0.0005653819678012866,0.0007205192910109409,0.0006500128021263795
1999-12-16 00:00:00 +0000 UTC,0.0007427063231098408,0.0009024047626694679,0.0006842821942535284
1999-12-17 00:00:00 +0000 UTC,0.0008532127521239085,0.0015803716809608679,0.0007166281526435148
1999-12-18 00:00:00 +0000 UTC,0.0006938778667892327,0.0012749943479721806,0.000747158633612795
1999-12-19 00:00:00 +0000 UTC,0.0005139835959517843,0.0010204214070554567,0.0007363582834763757
1999-12-20 00:00:00 +0000 UTC,0.00046772508579588,0.000824132401453641,0.0006950287973908736
1999-12-21 00:00:00 +0000 UTC,0.0004317462071197426,0.0007714650878886111,0.0007168492765581429
1999-12-22 00:00:00 +0000 UTC,0.0005833713765035456,0.0008549503470385741,0.000676614769979305
1999-12-23 00:00:00 +0000 UTC,0.0005525323901568158,0.0007079112257100745,0.0006386385003445219
1999-12-24 00:00:00 +0000 UTC,0.00039576735907941485,0.0006681783839545245,0.0006027937198810701
1999-12-25 00:00:00 +0000 UTC,0.00034179910233682803,0.0006306756222664124,0.0005689607947720638
1999-12-26 00:00:00 +0000 UTC,0.0003315194095854418,0.000595277773230385,0.0005370268058723753
1999-12-27 00:00:00 +0000 UTC,0.0003263795785276535,0.0005618666946864126,0.0005068851718351233
1999-12-28 00:00:00 +0000 UTC,0.00030068039260290234,0.0005303308754241931,0.0004784352933908901
1999-12-29 00:00:00 +0000 UTC,0.0003392291868079339,0.0005005650630086945,0.0004515822175924343
1999-12-30 00:00:00 +0000 UTC,0.00035721859551019294,0.0004724699124946852,0.0004262363209042965
1999-12-31 00:00:00 +0000 UTC,0.0003443690178657222,0.0004459516548578184,0.000402313010079594
2000-01-01 00:00:00 +0000 UTC,0.0003880576124927324,0.0004209217840356425,0.0003797324398256648
2000-01-02 00:00:00 +0000 UTC,0.0004882844100270331,0.0004939634014307457,0.00042917182287103254
2000-01-03 00:00:00 +0000 UTC,0.0005987908696769105,0.0009603364379028733,0.00047583632806209983
2000-01-04 00:00:00 +0000 UTC,0.0005987908696769105,0.0014364952642834214,0.0005198817006091014
2000-01-05 00:00:00 +0000 UTC,0.0005139835959517843,0.001257481684027043,0.0005614549442310125
2000-01-06 00:00:00 +0000 UTC,0.0005936510386191223,0.0009852011774634751,0.0006006948117880964
2000-01-07 00:00:00 +0000 UTC,0.0004754348323825624,0.0007595409580156309,0.000569382044089787
2000-01-08 00:00:00 +0000 UTC,0.00043688606881334054,0.0005998630140000275,0.0005374244117841559
2000-01-09 00:00:00 +0000 UTC,0.0004086169673596952,0.000562282691647825,0.0005072604613713472
2000-01-10 00:00:00 +0000 UTC,0.0004060470518308011,0.0005344238335645536,0.0004838719413844319
2000-01-11 00:00:00 +0000 UTC,0.0006861681202025502,0.000647535573052839,0.0005274663001023694
2000-01-12 00:00:00 +0000 UTC,0.0007786851405143589,0.0010598441945877106,0.0005686138438900349
2000-01-13 00:00:00 +0000 UTC,0.000637339663881942,0.0009376672445040058,0.0005956085718725564
2000-01-14 00:00:00 +0000 UTC,0.0005037039338362077,0.000724787587566462,0.000562178926636003
2000-01-15 00:00:00 +0000 UTC,0.00041375679841748354,0.0005881822133966118,0.0005306255827715545
2000-01-16 00:00:00 +0000 UTC,0.00035721859551019294,0.0005551693864212023,0.0005008432293549083
2000-01-17 00:00:00 +0000 UTC,0.0003160999164120769,0.0005240094661132943,0.00047273246623438206
2000-01-18 00:00:00 +0000 UTC,0.00030068039260290234,0.0004945984546201431,0.00044619947227774403
2000-01-19 00:00:00 +0000 UTC,0.0002878308149584316,0.00046683819116302683,0.00042115569223930975
2000-01-20 00:00:00 +0000 UTC,0.00027498123731396084,0.00044063602442054827,0.00039751754120220936
2000-01-21 00:00:00 +0000 UTC,0.00026727146009146874,0.0004159045033000362,0.00037520612560938563
2000-01-22 00:00:00 +0000 UTC,0.0002595617135047863,0.0003925610850649808,0.0003541469799522488
2000-01-23 00:00:00 +0000 UTC,0.00025185196691810384,0.0003705278598443627,0.0003342698182381732
2000-01-24 00:00:00 +0000 UTC,0.0002595617135047863,0.00034973129060441097,0.0003155082994073456
2000-01-25 00:00:00 +0000 UTC,0.00027241129114925707,0.0003301019677149328,0.00029779980591603195
2000-01-26 00:00:00 +0000 UTC,0.000254421882446998,0.00031157437729106694,0.00028108523474727184
2000-01-27 00:00:00 +0000 UTC,0.00024671212054241075,0.00029408668253728986,0.00026530880015148973
2000-01-28 00:00:00 +0000 UTC,0.00024028733172017536,0.00027758051736389796,0.0002504178474586569
2000-01-29 00:00:00 +0000 UTC,0.00024414220501351656,0.0002620007915871515,0.00023636267734059577
2000-01-30 00:00:00 +0000 UTC,0.00025185196691810384,0.0002472955070629241,0.00022309637993688961
2000-01-31 00:00:00 +0000 UTC,0.00025699179797589216,0.00023341558414019626,0.0002105746782907868
2000-02-01 00:00:00 +0000 UTC,0.00025185196691810384,0.0002203146978551694,0.00019875578057255755
2000-02-02 00:00:00 +0000 UTC,0.0002492820513892097,0.00020794912331929341,0.000187600240597091
2000-02-03 00:00:00 +0000 UTC,0.00024414220501351656,0.00019627758978517948,0.00017707082617020344
2000-02-04 00:00:00 +0000 UTC,0.00024028733172017536,0.0001852611429033366,0.00016713239482425585
2000-02-05 00:00:00 +0000 UTC,0.0002377174161912812,0.00017486301471000677,0.00015775177652834263
2000-02-06 00:00:00 +0000 UTC,0.00023514750066238707,0.0001650485009121756,0.00014889766298159044
2000-02-07 00:00:00 +0000 UTC,0.00023257756981558808,0.0001557848450601917,0.00014054050312007737
2000-02-08 00:00:00 +0000 UTC,0.00023000765428669392,0.00014704112922141435,0.00013265240448862215
2000-02-09 00:00:00 +0000 UTC,0.0002390023739557283,0.00013878817079000704,0.00012520704014826596
2000-02-10 00:00:00 +0000 UTC,0.00024285724724906952,0.00013099842508847463,0.00011817956080874594
2000-02-11 00:00:00 +0000 UTC,0.00024028733172017536,0.00012364589343587116,0.00011154651189269812
2000-02-12 00:00:00 +0000 UTC,0.00023129261205114102,0.00011670603637585174,0.000105285755254787
2000-02-13 00:00:00 +0000 UTC,0.00022615278099335272,0.00011015569177496207,9.937639529449547e-05
2000-02-14 00:00:00 +0000 UTC,0.00022358286546445856,0.00010397299751781489,9.379870921597256e-05
2000-02-15 00:00:00 +0000 UTC,0.0002210129499355644,9.81373185411441e-05,8.853408120217773e-05
2000-02-16 00:00:00 +0000 UTC,0.00022486782322890563,9.262917796320922e-05,8.356494028362444e-05
2000-02-17 00:00:00 +0000 UTC,0.00023129261205114102,8.74301920786907e-05,7.887470169435668e-05
2000-02-18 00:00:00 +0000 UTC,0.00022872269652224686,8.25230090021185e-05,7.444771151943101e-05
2000-02-19 00:00:00 +0000 UTC,0.00022615278099335272,7.789125075505283e-05,7.02691944491623e-05
2000-02-20 00:00:00 +0000 UTC,0.00022358286546445856,7.351945860373035e-05,6.632520446576006e-05
2000-02-21 00:00:00 +0000 UTC,0.0002210129499355644,6.939304146473717e-05,6.260257829776958e-05
2000-02-22 00:00:00 +0000 UTC,0.00023643245842683413,6.549822720650994e-05,5.908889148696964e-05
2000-02-23 00:00:00 +0000 UTC,0.0004060470518308011,0.00014216195013574926,0.00012652499347587498
2000-02-24 00:00:00 +0000 UTC,0.001529101148939263,0.001110073085143278,0.00019017611809526807
2000-02-25 00:00:00 +0000 UTC,0.003417990962096661,0.0034841717828045455,0.0002502547042801585
2000-02-26 00:00:00 +0000 UTC,0.007015875888672674,0.0032142909598013632,0.00030696126743294197
2000-02-27 00:00:00 +0000 UTC,0.0068102826463611425,0.002637443298702213,0.00036048506865397244
2000-02-28 00:00:00 +0000 UTC,0.0034950885505067243,0.0021286530826632117,0.0004110047464103163
2000-02-29 00:00:00 +0000 UTC,0.002068784022723227,0.001704470036858589,0.0004586889127509162
2000-03-01 00:00:00 +0000 UTC,0.0012361305335588527,0.0013514369924023833,0.0005036967160580637
2000-03-02 00:00:00 +0000 UTC,0.001002268036614627,0.0010822324119242291,0.000546178372213393
2000-03-03 00:00:00 +0000 UTC,0.0008223737657771788,0.0009196308041711778,0.000575883575083578
2000-03-04 00:00:00 +0000 UTC,0.0007529859852254174,0.0007066538854479388,0.0005435610321892133
2000-03-05 00:00:00 +0000 UTC,0.0007067274444337035,0.0005830755726598832,0.0005327933455399611
2000-03-06 00:00:00 +0000 UTC,0.000670748565757566,0.0005914938040190331,0.0005028893223829397
2000-03-07 00:00:00 +0000 UTC,0.000652759157055307,0.0005261502000843175,0.0004746637184638116
2000-03-08 00:00:00 +0000 UTC,0.000670748565757566,0.0004966190358926042,0.0004480223293632133
2000-03-09 00:00:00 +0000 UTC,0.0008018143802744062,0.0004687453635318894,0.0004228762380610365
2000-03-10 00:00:00 +0000 UTC,0.0009482997492362307,0.0004928931139472944,0.00046844479185461827
2000-03-11 00:00:00 +0000 UTC,0.0008532127521239085,0.0006096735597122911,0.0004421524516430309
2000-03-12 00:00:00 +0000 UTC,0.0007658355628698882,0.0004626039777448341,0.00041733581820804143
2000-03-13 00:00:00 +0000 UTC,0.000699017697847021,0.0004366394641509343,0.000393912064746369
2000-03-14 00:00:00 +0000 UTC,0.0006733184812864601,0.00041213225745148516,0.0003718030132640022
2000-03-15 00:00:00 +0000 UTC,0.0007015876133759151,0.0004627933343963061,0.00042168745020785945
2000-03-16 00:00:00 +0000 UTC,0.0007915347181588297,0.0007215292204272117,0.00046877202981484954
2000-03-17 00:00:00 +0000 UTC,0.0008120941036616022,0.0007374583305027733,0.00047581221479955086
2000-03-18 00:00:00 +0000 UTC,0.0007221469376070683,0.0005553571791345727,0.00044910636419374196
2000-03-19 00:00:00 +0000 UTC,0.0006656087346997777,0.00046987953981600367,0.00042389942940891553
2000-03-20 00:00:00 +0000 UTC,0.0006887380357314444,0.0005296458424176172,0.00047085985754553736
2000-03-21 00:00:00 +0000 UTC,0.0007298566841937508,0.000765193794187155,0.00048460322605041136
2000-03-22 00:00:00 +0000 UTC,0.0007375664307804332,0.0005763212216722195,0.0004574039634937589
2000-03-23 00:00:00 +0000 UTC,0.0007529859852254174,0.00047856094015124266,0.0004317313104268021
2000-03-24 00:00:00 +0000 UTC,0.0007709753939276764,0.0004517008121933284,0.0004074995830362694
2000-03-25 00:00:00 +0000 UTC,0.0007941046336877238,0.00044112011403390795,0.00040491723613983823
2000-03-26 00:00:00 +0000 UTC,0.0008583525831816969,0.000458649353668107,0.0003821904988268352
2000-03-27 00:00:00 +0000 UTC,0.000842933090008332,0.00039986851674480146,0.0003607393421579613
2000-03-28 00:00:00 +0000 UTC,0.0007941046336877238,0.0004110594402934446,0.00038668929722887276
2000-03-29 00:00:00 +0000 UTC,0.0008198038502482847,0.0005359592262170253,0.0004357382136390486
2000-03-30 00:00:00 +0000 UTC,0.0008557826676528028,0.000581512362058257,0.0004153363662898534
2000-03-31 00:00:00 +0000 UTC,0.0008069542726038139,0.0004415427735416956,0.0003920248358072467
2000-04-01 00:00:00 +0000 UTC,0.000734996515251539,0.00041015773574317176,0.0003700217085793221
2000-04-02 00:00:00 +0000 UTC,0.0006964477823181268,0.0003871368655870987,0.0003492535480259229
2000-04-03 00:00:00 +0000 UTC,0.0007144371910203859,0.00036802481382891815,0.00033324514970087797
2000-04-04 00:00:00 +0000 UTC,0.0007735453094565707,0.00039847252645253204,0.0003744438575421684
2000-04-05 00:00:00 +0000 UTC,0.0009251704482045641,0.0005362203985396921,0.00040989734879464144
2000-04-06 00:00:00 +0000 UTC,0.0009431599181784424,0.0005308594153937227,0.00039318374419038577
2000-04-07 00:00:00 +0000 UTC,0.0009148907860889874,0.0004443580985669965,0.000401513947743535
2000-04-08 00:00:00 +0000 UTC,0.0010510964929352352,0.0005884476276692171,0.00044973080291271333
2000-04-09 00:00:00 +0000 UTC,0.001254120003532731,0.0008725139922025414,0.0004952413968914922
2000-04-10 00:00:00 +0000 UTC,0.0012130012325271859,0.0006527612729947115,0.0004707953832103231
2000-04-11 00:00:00 +0000 UTC,0.0010125476987302038,0.0004983517290044751,0.0004443711116619011
2000-04-12 00:00:00 +0000 UTC,0.0008737721376266811,0.000464925260700925,0.00041942995178314646
2000-04-13 00:00:00 +0000 UTC,0.000809524188132708,0.000438830460758943,0.00039588866115730333
2000-04-14 00:00:00 +0000 UTC,0.0007863948871010413,0.0005028167360224937,0.00044442124605874594
2000-04-15 00:00:00 +0000 UTC,0.0007863948871010413,0.0008153130944599141,0.0004902298488479646
2000-04-16 00:00:00 +0000 UTC,0.0008018143802744062,0.0008385456699554523,0.0005170563130174904
2000-04-17 00:00:00 +0000 UTC,0.0007658355628698882,0.0006347217784028742,0.00048803556024834874
2000-04-18 00:00:00 +0000 UTC,0.0007041575289048092,0.0005142090523501362,0.00046558784000891366
2000-04-19 00:00:00 +0000 UTC,0.0006476193259975187,0.0004956530069993269,0.0004394558515638557
2000-04-20 00:00:00 +0000 UTC,0.000652759157055307,0.0004678581089293356,0.00042588231774282835
2000-04-21 00:00:00 +0000 UTC,0.0012798191588216726,0.000711440652776546,0.0004727314525625356
2000-04-22 00:00:00 +0000 UTC,0.0017012856731900288,0.0015113800714004798,0.0005169510920549034
2000-04-23 00:00:00 +0000 UTC,0.0016935759878749658,0.0013569009311790647,0.0005586888215638896
2000-04-24 00:00:00 +0000 UTC,0.0013235077840844922,0.00106886956621012,0.0005980839429299507
2000-04-25 00:00:00 +0000 UTC,0.0009739989045251722,0.0008299227464454637,0.0005864339411011106
2000-04-26 00:00:00 +0000 UTC,0.0007658355628698882,0.0006513727758424665,0.0005535192391785891
2000-04-27 00:00:00 +0000 UTC,0.0006501892415264128,0.0005791219767091514,0.0005224519364714238
2000-04-28 00:00:00 +0000 UTC,0.0005782315454457574,0.0005466176724658255,0.000493128344242924
2000-04-29 00:00:00 +0000 UTC,0.0005319730046540434,0.0005159377331004246,0.0004654505934807048
2000-04-30 00:00:00 +0000 UTC,0.0004934242410848215,0.0004869797627215342,0.0004393263082537747
2000-05-01 00:00:00 +0000 UTC,0.0004805746634403507,0.0004596471125986861,0.00041466829740306646
2000-05-02 00:00:00 +0000 UTC,0.0005037039338362077,0.0004841753039237077,0.0004605186846620014
2000-05-03 00:00:00 +0000 UTC,0.0005062738493651019,0.000601072280554766,0.0004346712120431067
