date,obs,sim,bf
1989-12-27 00:00:00 +0000 UTC,0.00018503410189523668,0.00021993383035556071,0.0001984121829010613
1989-12-28 00:00:00 +0000 UTC,0.00017989425551954354,0.0002075896327205477,0.0001872759279876383
1989-12-29 00:00:00 +0000 UTC,0.0001773243399906494,0.00019593827626874832,0.0001767647162126126
1989-12-30 00:00:00 +0000 UTC,0.00017346946669730817,0.0001849408739927321,0.0001668434658606414
1989-12-31 00:00:00 +0000 UTC,0.00018503410189523668,0.0001745607214911022,0.00015747906424327905
1990-01-01 00:00:00 +0000 UTC,0.0002055934414442947,0.00016476317446564908,0.00014864025718365928
1990-01-02 00:00:00 +0000 UTC,0.0001940288062463662,0.00015551553309420564,0.00014029754470405614
1990-01-03 00:00:00 +0000 UTC,0.0001876040174241308,0.0001467869328932919,0.000132423082568176
1990-01-04 00:00:00 +0000 UTC,0.00027498123731396084,0.0001562079291173927,0.00014924639332635975
1990-01-05 00:00:00 +0000 UTC,0.0003880576124927324,0.000542785981751894,0.00021162223687669175
1990-01-06 00:00:00 +0000 UTC,0.00048314457896924486,0.001618094264567651,0.0002704971195280518
1990-01-07 00:00:00 +0000 UTC,0.0005396827512407258,0.0012577790717600654,0.00032606753925976166
1990-01-08 00:00:00 +0000 UTC,0.0005011340183073135,0.0009595583932844665,0.0003785189652344862
1990-01-09 00:00:00 +0000 UTC,0.0004805746634403507,0.0007134416217596743,0.000409419628821525
1990-01-10 00:00:00 +0000 UTC,0.0004908543255559274,0.0006709623350838979,0.000457192762851903
1990-01-11 00:00:00 +0000 UTC,0.0005062738493651019,0.0010399325764244094,0.0005022845403708176
1990-01-12 00:00:00 +0000 UTC,0.0005139835959517843,0.0007949431538564475,0.0005134289518904881
1990-01-13 00:00:00 +0000 UTC,0.0004111868828885894,0.0006050394108725646,0.00048461179154990963
1990-01-14 00:00:00 +0000 UTC,0.00033408932511433593,0.0005070272517996387,0.00045741204823857517
1990-01-15 00:00:00 +0000 UTC,0.00030839016982539444,0.0004785693988516235,0.0004317389414001923
1990-01-16 00:00:00 +0000 UTC,0.00029554056154511407,0.00045170879613332755,0.0004075067857070037
1990-01-17 00:00:00 +0000 UTC,0.00046258522410228204,0.0004737498273923245,0.00044973100791495746
1990-01-18 00:00:00 +0000 UTC,0.0006424794949397304,0.0010295698796299857,0.000495241590387602
1990-01-19 00:00:00 +0000 UTC,0.001798942585831245,0.00248889606684852,0.0005381978062872702
1990-01-20 00:00:00 +0000 UTC,0.0016961458421322405,0.0024814552344787724,0.0005787430242160462
1990-01-21 00:00:00 +0000 UTC,0.00149055247727747,0.0020209102005908147,0.0006170125659450383
1990-01-22 00:00:00 +0000 UTC,0.0011050647803136316,0.0016361289943892794,0.0006531341580578194
1990-01-23 00:00:00 +0000 UTC,0.0008223737657771788,0.0013151040551313967,0.0006872283582445351
1990-01-24 00:00:00 +0000 UTC,0.0007195770220781741,0.001123863167567271,0.0007194089576694573
1990-01-25 00:00:00 +0000 UTC,0.000796674549216618,0.0014002008847709135,0.0007497833607549069
1990-01-26 00:00:00 +0000 UTC,0.0009637192424095956,0.0023127330139624896,0.0007784529436490917
1990-01-27 00:00:00 +0000 UTC,0.0012335606793015777,0.003156668678573682,0.0008055133925742686
1990-01-28 00:00:00 +0000 UTC,0.001526531294681988,0.0030477521809668126,0.0008310550231844798
1990-01-29 00:00:00 +0000 UTC,0.0010536663471925102,0.0029109447042342095,0.0008551630819987412
1990-01-30 00:00:00 +0000 UTC,0.0008866217152711519,0.0024140785479129204,0.0008779180309157272
1990-01-31 00:00:00 +0000 UTC,0.0007838249715721472,0.001996912664841915,0.0008993958157595385
1990-02-01 00:00:00 +0000 UTC,0.0007067274444337035,0.0016469236880412626,0.0009196681197528333
1990-02-02 00:00:00 +0000 UTC,0.0006424794949397304,0.0013535418665057497,0.0009388026027633093
1990-02-03 00:00:00 +0000 UTC,0.0006039307007346988,0.0011078470932172888,0.0008870606252340345
1990-02-04 00:00:00 +0000 UTC,0.0005705217988590749,0.0009297301983079004,0.0008372726883148961
1990-02-05 00:00:00 +0000 UTC,0.0005396827512407258,0.0008760002904705969,0.0007902791924882254
1990-02-06 00:00:00 +0000 UTC,0.0005114136804228902,0.0008268331355294223,0.0007459232945204507
1990-02-07 00:00:00 +0000 UTC,0.00048314457896924486,0.000780425579130973,0.0007040569542978735
1990-02-08 00:00:00 +0000 UTC,0.0005653819678012866,0.0007366227336449572,0.0006645404407350998
1990-02-09 00:00:00 +0000 UTC,0.0011538931140910012,0.0009251226477934268,0.0006979944419700601
1990-02-10 00:00:00 +0000 UTC,0.001554800426771443,0.0017549513719441827,0.0007295707748069449
1990-02-11 00:00:00 +0000 UTC,0.0021047627175845066,0.0018705157390437124,0.0007593748268969463
1990-02-12 00:00:00 +0000 UTC,0.0015419507878553528,0.0015247616855666333,0.0007875060708121963
1990-02-13 00:00:00 +0000 UTC,0.0011307639356025732,0.0012358213443710254,0.000814058396040643
1990-02-14 00:00:00 +0000 UTC,0.000860922498710591,0.0010272426553339423,0.000818658128286614
1990-02-15 00:00:00 +0000 UTC,0.0006039307007346988,0.0009432848631120261,0.0007727094094617645
1990-02-16 00:00:00 +0000 UTC,0.0006784583736158678,0.0008084506715490654,0.0007293396484322328
1990-02-17 00:00:00 +0000 UTC,0.0007478461541676291,0.0008402279012406388,0.0007591566729223581
1990-02-18 00:00:00 +0000 UTC,0.0005936510386191223,0.0010277708270629664,0.0007462939138906326
1990-02-19 00:00:00 +0000 UTC,0.0005473925590990276,0.0008321313205275062,0.0007044067719626267
1990-02-20 00:00:00 +0000 UTC,0.0005062738493651019,0.0007369887319394342,0.0006648706242290529
1990-02-21 00:00:00 +0000 UTC,0.00046772508579588,0.0006956238607546317,0.0006275535167429994
1990-02-22 00:00:00 +0000 UTC,0.000796674549216618,0.0006565806703418438,0.0005923309017196568
1990-02-23 00:00:00 +0000 UTC,0.0012592598345905193,0.001381259063043734,0.0006298377984063934
1990-02-24 00:00:00 +0000 UTC,0.001973696964339286,0.003898233384773843,0.0006652395503565126
1990-02-25 00:00:00 +0000 UTC,0.0026213162903368043,0.0033369558773345557,0.0006986543127562228
1990-02-26 00:00:00 +0000 UTC,0.0020816336616393174,0.0027566843554326682,0.0007301936091108856
1990-02-27 00:00:00 +0000 UTC,0.0015676499431442944,0.002270037959840397,0.00075996270346051
1990-02-28 00:00:00 +0000 UTC,0.0011050647803136316,0.0018622756100824052,0.0007880609517039531
1990-03-01 00:00:00 +0000 UTC,0.0009380200871206541,0.0015209574475089768,0.0008145821332043945
1990-03-02 00:00:00 +0000 UTC,0.000796674549216618,0.0012355866856257947,0.000838601887382212
1990-03-03 00:00:00 +0000 UTC,0.0007067274444337035,0.0012197291955224662,0.0008622863643262771
1990-03-04 00:00:00 +0000 UTC,0.0006424794949397304,0.0017652978507806927,0.0008846415056978804
1990-03-05 00:00:00 +0000 UTC,0.0005910811230902281,0.001449671344163167,0.0009057419229426698
1990-03-06 00:00:00 +0000 UTC,0.0005448225822985141,0.0011854042619598732,0.0008857910432318279
1990-03-07 00:00:00 +0000 UTC,0.0004985641027784194,0.0009800462356800948,0.0008360743639774324
1990-03-08 00:00:00 +0000 UTC,0.00046258522410228204,0.0008747465382792901,0.0007891481263457769
1990-03-09 00:00:00 +0000 UTC,0.0004317462071197426,0.0008256497525251105,0.0007448557115810094
1990-03-10 00:00:00 +0000 UTC,0.0004060470518308011,0.0007826269502595657,0.0007076070659122087
1990-03-11 00:00:00 +0000 UTC,0.005139835959517843,0.0008114442523280637,0.0007386438722490498
1990-03-12 00:00:00 +0000 UTC,0.01300378458544178,0.001624929981856121,0.0007679386797730561
1990-03-13 00:00:00 +0000 UTC,0.024285724908721808,0.003745299881858373,0.0007955892614261657
1990-03-14 00:00:00 +0000 UTC,0.01719275167672555,0.0032847699127940473,0.0008216879024610575
1990-03-15 00:00:00 +0000 UTC,0.010305370706694912,0.0027261408214999503,0.0008463217084479752
1990-03-16 00:00:00 +0000 UTC,0.005987908696769105,0.002263427353181477,0.0008695728959940946
1990-03-17 00:00:00 +0000 UTC,0.00357218589383031,0.0019310615604508966,0.0008915190671457191
1990-03-18 00:00:00 +0000 UTC,0.002459411428201615,0.0017299988241800714,0.000912233468389142
1990-03-19 00:00:00 +0000 UTC,0.001798942585831245,0.0014493809880342338,0.0009317852351145993
1990-03-20 00:00:00 +0000 UTC,0.0013492069393734338,0.0013058920874811546,0.0009502396223592259
1990-03-21 00:00:00 +0000 UTC,0.0011281939588020597,0.001156805884555677,0.0009077302282625603
1990-03-22 00:00:00 +0000 UTC,0.001094785118198055,0.0010050322134817248,0.0009071090193129637
1990-03-23 00:00:00 +0000 UTC,0.0012643996656483076,0.0011710232052775126,0.0009269484053285712
1990-03-24 00:00:00 +0000 UTC,0.0012669695199055825,0.0014553119360258863,0.0009456742686926701
1990-03-25 00:00:00 +0000 UTC,0.0010999249492558434,0.0011945612739123728,0.0009147741917179236
1990-03-26 00:00:00 +0000 UTC,0.0009791387355829605,0.0009953471948702737,0.0008634307790391209
1990-03-27 00:00:00 +0000 UTC,0.0008737721376266811,0.0009033683097460078,0.0008149691114394564
1990-03-28 00:00:00 +0000 UTC,0.0008069542726038139,0.0008526650735286223,0.0007692274455857964
1990-03-29 00:00:00 +0000 UTC,0.0007709753939276764,0.0008048076512889695,0.0007260531162921347
1990-03-30 00:00:00 +0000 UTC,0.0007735453094565707,0.0007596363163941943,0.0006853020269916041
1990-03-31 00:00:00 +0000 UTC,0.0008480729210661202,0.0008774854909276433,0.0007175907453614756
1990-04-01 00:00:00 +0000 UTC,0.0009277403637334582,0.0013464535989059416,0.0007480671990138428
1990-04-02 00:00:00 +0000 UTC,0.0009971282055568388,0.0010971637779710964,0.0007754684240045897
1990-04-03 00:00:00 +0000 UTC,0.0012566898577900058,0.0010558769937288972,0.0008026963846776306
1990-04-04 00:00:00 +0000 UTC,0.001513681655765898,0.0013689082572237836,0.0008283961251255109
1990-04-05 00:00:00 +0000 UTC,0.0017963726090307317,0.0016151249963831378,0.0008526534195670434
1990-04-06 00:00:00 +0000 UTC,0.0018452010653513399,0.002009255352195133,0.0008755492279825613
1990-04-07 00:00:00 +0000 UTC,0.001570219919944808,0.00165472545510973,0.0008971599663220584
1990-04-08 00:00:00 +0000 UTC,0.0012361305335588527,0.0013576554624363032,0.0009175577615473925
1990-04-09 00:00:00 +0000 UTC,0.0010588061782502984,0.0011107562734220765,0.0008756785454067986
1990-04-10 00:00:00 +0000 UTC,0.0013492069393734338,0.0010738350576088144,0.0008972820255639604
1990-04-11 00:00:00 +0000 UTC,0.002079063684838804,0.0016618379265099228,0.0009176729699860197
1990-04-12 00:00:00 +0000 UTC,0.002464551381802642,0.002113080158992238,0.000936919434509268
1990-04-13 00:00:00 +0000 UTC,0.0020328050827754704,0.0017682768926636217,0.0009550856552088801
1990-04-14 00:00:00 +0000 UTC,0.0014931223315347447,0.0014599367995902764,0.0009722322627901521
1990-04-15 00:00:00 +0000 UTC,0.0012207110403854877,0.0012549702085970272,0.0009884164849466308
1990-04-16 00:00:00 +0000 UTC,0.0011718825840648795,0.001217661556892317,0.0009493466565095989
1990-04-17 00:00:00 +0000 UTC,0.001161602921949303,0.0010905057115480363,0.000966815376128189
1990-04-18 00:00:00 +0000 UTC,0.001125624104544785,0.0012127074672105265,0.0009373824421739918
1990-04-19 00:00:00 +0000 UTC,0.0010356769997618704,0.0010235793534870898,0.0008847700991475459
1990-04-20 00:00:00 +0000 UTC,0.0010279671919035686,0.0009370045331222528,0.0008506449640417744
1990-04-21 00:00:00 +0000 UTC,0.001426304527783497,0.0010990290446031474,0.0008736535007806474
1990-04-22 00:00:00 +0000 UTC,0.001593349098433236,0.0016337101588135543,0.0008953706403554828
1990-04-23 00:00:00 +0000 UTC,0.0014725630073035916,0.0014443751918061906,0.0009158688648477883
1990-04-24 00:00:00 +0000 UTC,0.0012566898577900058,0.0011876759002536039,0.0008931277341536586
1990-04-25 00:00:00 +0000 UTC,0.0011153444424292084,0.000983889161889895,0.0008429992693973252
1990-04-26 00:00:00 +0000 UTC,0.0010639460093080867,0.0008819917515102585,0.0007956843584953105
1990-04-27 00:00:00 +0000 UTC,0.0008789119686844694,0.0008353577054614308,0.0007549662300932867
1990-04-28 00:00:00 +0000 UTC,0.0008943314618578343,0.0007966860021478509,0.0007125923381960476
1990-04-29 00:00:00 +0000 UTC,0.0008634924142394852,0.0007455529171782656,0.0006725967602457741
1990-04-30 00:00:00 +0000 UTC,0.0008018143802744062,0.0007050060672372045,0.0006366297927634861
1990-05-01 00:00:00 +0000 UTC,0.0007504160696965232,0.0006691541252826162,0.000600897754770491
1990-05-02 00:00:00 +0000 UTC,0.0006758884580869737,0.0006286919602996855,0.0005671712442498916
1990-05-03 00:00:00 +0000 UTC,0.000619350255179683,0.0005934054480021614,0.0005353376972207777
1990-05-04 00:00:00 +0000 UTC,0.0005782315454457574,0.0005600994572139783,0.0005052908675662285
1990-05-05 00:00:00 +0000 UTC,0.0007067274444337035,0.0006628481604532785,0.000547683048986156
1990-05-06 00:00:00 +0000 UTC,0.0008506428365950144,0.001054384669881806,0.0005876958899254448
1990-05-07 00:00:00 +0000 UTC,0.0008043843570749198,0.0008177079788717996,0.0005775558633062914
1990-05-08 00:00:00 +0000 UTC,0.0007247168531359625,0.0006833031748446662,0.0005995580399052004
1990-05-09 00:00:00 +0000 UTC,0.0006964477823181268,0.0007211725015110472,0.0005659067233874744
1990-05-10 00:00:00 +0000 UTC,0.0007041575289048092,0.0006151316547485195,0.0005658025414556964
1990-05-11 00:00:00 +0000 UTC,0.0007401364075809467,0.0007177714732531227,0.0006047983919859674
1990-05-12 00:00:00 +0000 UTC,0.00071700710654928,0.0008436169717323232,0.0005982008634103945
1990-05-13 00:00:00 +0000 UTC,0.0006553290725842011,0.0006956056451957659,0.0005956053779090268
1990-05-14 00:00:00 +0000 UTC,0.0006321998328241538,0.0006861652026076165,0.0005753131693081745
1990-05-15 00:00:00 +0000 UTC,0.0006167803396507889,0.0006308257475397847,0.0005515899940185076
1990-05-16 00:00:00 +0000 UTC,0.0005910811230902281,0.0005928969478834934,0.0005220225725386677
1990-05-17 00:00:00 +0000 UTC,0.0007195770220781741,0.0006467335824665236,0.0005634756557188354
1990-05-18 00:00:00 +0000 UTC,0.0008223737657771788,0.0009876192798023188,0.0006026021070637398
1990-05-19 00:00:00 +0000 UTC,0.000745276238638735,0.0010542344564539372,0.0006395325131373125
1990-05-20 00:00:00 +0000 UTC,0.0009765688200540662,0.001005833453391291,0.0006743901310883101
1990-05-21 00:00:00 +0000 UTC,0.0013363573004573437,0.0011536630097691311,0.0007072913000274514
1990-05-22 00:00:00 +0000 UTC,0.0011821622461804563,0.001493478667664827,0.0007383458293152434
1990-05-23 00:00:00 +0000 UTC,0.0010279671919035686,0.0012039907971122667,0.0007676573650564261
1990-05-24 00:00:00 +0000 UTC,0.0008377932589505437,0.0009627045137434587,0.0007345752314416265
1990-05-25 00:00:00 +0000 UTC,0.0006887380357314444,0.0007858115118842567,0.0006933458224869364
1990-05-26 00:00:00 +0000 UTC,0.0006090705317924872,0.0007254161641382722,0.0006544304912332015
1990-05-27 00:00:00 +0000 UTC,0.00048571449449813904,0.0006847008249688544,0.000617699355740762
1990-05-28 00:00:00 +0000 UTC,0.0004754348323825624,0.000646270710372079,0.0005830298239367777
1990-05-29 00:00:00 +0000 UTC,0.00045230556198670545,0.000609997557844085,0.0005503061844578164
1990-05-30 00:00:00 +0000 UTC,0.0004240364605330601,0.0005757603038539677,0.0005194192204571667
1990-05-31 00:00:00 +0000 UTC,0.00040347713630190695,0.000543444679787955,0.0004902658450879391
1990-06-01 00:00:00 +0000 UTC,0.0003726381193193675,0.0005129428305719722,0.0004627487574453595
1990-06-02 00:00:00 +0000 UTC,0.0004805746634403507,0.00048578542604991613,0.0004390183378630332
1990-06-03 00:00:00 +0000 UTC,0.0008532127521239085,0.0005894406219291253,0.00048513018898136925
1990-06-04 00:00:00 +0000 UTC,0.0008352233434216495,0.0010277504941152307,0.0005286539261992617
1990-06-05 00:00:00 +0000 UTC,0.0007606957318120999,0.0010442515927897246,0.0005697348122506761
1990-06-06 00:00:00 +0000 UTC,0.0006424794949397304,0.0008344209424649693,0.0006002318114226903
1990-06-07 00:00:00 +0000 UTC,0.0005499624746279217,0.0007357752877933666,0.000566542678218194
1990-06-08 00:00:00 +0000 UTC,0.0004908543255559274,0.0005927478079835252,0.0005347444106333992
1990-06-09 00:00:00 +0000 UTC,0.0005062738493651019,0.0005940528537769466,0.0005522188786164639
1990-06-10 00:00:00 +0000 UTC,0.000524263258067361,0.0006671425191673943,0.0005314646134376015
1990-06-11 00:00:00 +0000 UTC,0.0004985641027784194,0.0006010675883877371,0.000539206724006658
1990-06-12 00:00:00 +0000 UTC,0.00046001530857338785,0.0006289654022528755,0.0005089427379863834
1990-06-13 00:00:00 +0000 UTC,0.00044716573092891713,0.0005680679219897716,0.0005292528728990843
1990-06-14 00:00:00 +0000 UTC,0.0005473925590990276,0.0006380525542440267,0.0004995475653918096
1990-06-15 00:00:00 +0000 UTC,0.0007427063231098408,0.0006217509321885663,0.0005422621003896473
1990-06-16 00:00:00 +0000 UTC,0.000652759157055307,0.0008962152208012134,0.0005670304972218946
1990-06-17 00:00:00 +0000 UTC,0.000524263258067361,0.0006908652951559432,0.0005384602195822463
1990-06-18 00:00:00 +0000 UTC,0.0004394559843422347,0.0005872541004804889,0.000533334363546537
1990-06-19 00:00:00 +0000 UTC,0.0003777779503771558,0.0006012991507484103,0.0005033999747418731
1990-06-20 00:00:00 +0000 UTC,0.0003392291868079339,0.000526684472396072,0.0004751457095038779
1990-06-21 00:00:00 +0000 UTC,0.0003520787644524046,0.0005220968603564448,0.000482778739630948
1990-06-22 00:00:00 +0000 UTC,0.0004009071901372031,0.0006400879965759353,0.0005264344563422334
1990-06-23 00:00:00 +0000 UTC,0.0004394559843422347,0.0008144181560265539,0.0005676399142910946
1990-06-24 00:00:00 +0000 UTC,0.0004959941566137156,0.0007809092518761084,0.0006009018755059466
1990-06-25 00:00:00 +0000 UTC,0.0005011340183073135,0.0007425903982202209,0.000569299716082538
1990-06-26 00:00:00 +0000 UTC,0.000421466545004166,0.0005992976729703278,0.000537346704590316
1990-06-27 00:00:00 +0000 UTC,0.0003443690178657222,0.0005730203264402999,0.0005220470614471678
1990-06-28 00:00:00 +0000 UTC,0.00030068039260290234,0.0005718302547949386,0.00049274619358676
1990-06-29 00:00:00 +0000 UTC,0.00032380966299875934,0.0005447395229469574,0.0005051986815242743
1990-06-30 00:00:00 +0000 UTC,0.00046001530857338785,0.0006493006963340766,0.0005475960370582487
1990-07-01 00:00:00 +0000 UTC,0.0008172339347193904,0.0007775918870458773,0.000587613761704755
1990-07-02 00:00:00 +0000 UTC,0.0008686323065688928,0.0008902346002299986,0.0006162175405936035
1990-07-03 00:00:00 +0000 UTC,0.0006424794949397304,0.0007509654763815632,0.0005816311784366241
1990-07-04 00:00:00 +0000 UTC,0.0004420258998711288,0.0006085342187414253,0.0005489860405526528
1990-07-05 00:00:00 +0000 UTC,0.00034179910233682803,0.0005743790973957544,0.00051817317209813
1990-07-06 00:00:00 +0000 UTC,0.00027755115284285503,0.0005421409961258816,0.0004890897335239008
1990-07-07 00:00:00 +0000 UTC,0.00021972799217111734,0.0005117123185940919,0.0004616386573428768
1990-07-08 00:00:00 +0000 UTC,0.00018580506736316202,0.0004829915075083929,0.00043572832416225685
1990-07-09 00:00:00 +0000 UTC,0.00021895701138528717,0.0005237483017380459,0.0004820248334538199
1990-07-10 00:00:00 +0000 UTC,0.0002929706460162199,0.0006974560968041643,0.0004739421400187145
1990-07-11 00:00:00 +0000 UTC,0.00029040073048732575,0.0005285940727916769,0.0004473412508581256
1990-07-12 00:00:00 +0000 UTC,0.00028012106837174916,0.00046803278210338147,0.0004222333863610663
1990-07-13 00:00:00 +0000 UTC,0.00027498123731396084,0.0004417635667097841,0.00039853474772545705
1990-07-14 00:00:00 +0000 UTC,0.0002929706460162199,0.00041696876016911785,0.0003761662395137384
1990-07-15 00:00:00 +0000 UTC,0.0003752080348482616,0.0004453251390323127,0.00042580578222251627
1990-07-16 00:00:00 +0000 UTC,0.0004240364605330601,0.0006173759719332432,0.0004691361190396567
1990-07-17 00:00:00 +0000 UTC,0.0004060470518308011,0.0006087284920507822,0.0004454274314503165
1990-07-18 00:00:00 +0000 UTC,0.00034693893339461635,0.0004736318976322323,0.0004246536021965772
1990-07-19 00:00:00 +0000 UTC,0.0002981104770740082,0.00045158743551607816,0.0004008191244199653
1990-07-20 00:00:00 +0000 UTC,0.0003752080348482616,0.0004915208985897352,0.0004490749778479094
1990-07-21 00:00:00 +0000 UTC,0.00048314457896924486,0.0007104374332986332,0.0004873587493729042
1990-07-22 00:00:00 +0000 UTC,0.00046001530857338785,0.0006291528873425722,0.00047335718331699514
1990-07-23 00:00:00 +0000 UTC,0.0004882844100270331,0.0005977202616340048,0.0005175417025002824
1990-07-24 00:00:00 +0000 UTC,0.0005037039338362077,0.0007848885754501987,0.0005208849172054232
1990-07-25 00:00:00 +0000 UTC,0.0004882844100270331,0.0006008590659415207,0.0004916492768644802
1990-07-26 00:00:00 +0000 UTC,0.00041889662947527186,0.0005143902522483381,0.00046405454152560684
1990-07-27 00:00:00 +0000 UTC,0.0002981104770740082,0.00048551913712697526,0.0004380086123260992
1990-07-28 00:00:00 +0000 UTC,0.00023386254289794,0.0004582684673478553,0.0004134245596242023
1990-07-29 00:00:00 +0000 UTC,0.0001963417332859519,0.000432547292384954,0.00039022033286691414
1990-07-30 00:00:00 +0000 UTC,0.00018400613262009805,0.00040826976648065136,0.0003683184867420032
1990-07-31 00:00:00 +0000 UTC,0.0001909448984209503,0.00042297336927026627,0.0003993154179652051
1990-08-01 00:00:00 +0000 UTC,0.0002071353876980502,0.0005069250789996472,0.0003769030931759657
1990-08-02 00:00:00 +0000 UTC,0.00020764937999457193,0.00039433654496232333,0.00035574870203982175
1990-08-03 00:00:00 +0000 UTC,0.00020353750289401744,0.0003722036687338071,0.00033578164067741374
1990-08-04 00:00:00 +0000 UTC,0.0001935148292677493,0.0003513130415851817,0.00031693526798418195
1990-08-05 00:00:00 +0000 UTC,0.00021767205362084008,0.0003540168666127321,0.0003299434830045939
1990-08-06 00:00:00 +0000 UTC,0.00023077863507252412,0.0004054796764125363,0.0003212379810242243
1990-08-07 00:00:00 +0000 UTC,0.00024388521652420812,0.0003530262655669257,0.00030320789843427077
1990-08-08 00:00:00 +0000 UTC,0.0002595617135047863,0.00032209283963593235,0.0002928653634938707
1990-08-09 00:00:00 +0000 UTC,0.0002621316290336805,0.0003179283106847986,0.00027642774713637944
1990-08-10 00:00:00 +0000 UTC,0.00026727146009146874,0.00028921376531815024,0.00026091272274501436
1990-08-11 00:00:00 +0000 UTC,0.00021099026099139143,0.00027298110173891904,0.0002462685081198841
1990-08-12 00:00:00 +0000 UTC,0.00018529109038454512,0.0002813842469815515,0.00026503243066131656
1990-08-13 00:00:00 +0000 UTC,0.00027755115284285503,0.0004066360566995356,0.0003209095662778713
1990-08-14 00:00:00 +0000 UTC,0.00037006820379047336,0.0005876548036040017,0.0003736504931346638
1990-08-15 00:00:00 +0000 UTC,0.00037006820379047336,0.0005244802197858927,0.00035574444091383475
1990-08-16 00:00:00 +0000 UTC,0.0003649283420968754,0.0004217992611237943,0.00039663934555879475
1990-08-17 00:00:00 +0000 UTC,0.00036235842656798126,0.0005205750022121668,0.00037518959528932966
1990-08-18 00:00:00 +0000 UTC,0.0003263795785276535,0.00039394528880876703,0.00035413137742732744
1990-08-19 00:00:00 +0000 UTC,0.00030325030813179647,0.00041869833666141815,0.0004004402719985765
1990-08-20 00:00:00 +0000 UTC,0.00029040073048732575,0.0005385092507182768,0.00038533373173291663
1990-08-21 00:00:00 +0000 UTC,0.000318669831940971,0.0004158699012358621,0.00036370615523748486
1990-08-22 00:00:00 +0000 UTC,0.00029040073048732575,0.00038052918968993477,0.0003432924669292153
1990-08-23 00:00:00 +0000 UTC,0.0002878308149584316,0.00035917127710399983,0.00032402453506291494
1990-08-24 00:00:00 +0000 UTC,0.0002878308149584316,0.00033901211731387565,0.0003058380519150362
1990-08-25 00:00:00 +0000 UTC,0.00028012106837174916,0.0003199844280765209,0.00028867231915330905
1990-08-26 00:00:00 +0000 UTC,0.0002647015445625746,0.0003020247034906425,0.00027247004525290404
1990-08-27 00:00:00 +0000 UTC,0.0002477400898175494,0.00028750942082181167,0.00026052360628646333
1990-08-28 00:00:00 +0000 UTC,0.00028526089942953743,0.000293077858309082,0.000266133918997057
1990-08-29 00:00:00 +0000 UTC,0.0003160999164120769,0.00032103000536989223,0.00026174665410709193
1990-08-30 00:00:00 +0000 UTC,0.0003263795785276535,0.000292054327026157,0.00024705563352432034
1990-08-31 00:00:00 +0000 UTC,0.0004780047479114566,0.0002584830602384425,0.00023318917395265197
1990-09-01 00:00:00 +0000 UTC,0.00030068039260290234,0.00024397521496639913,0.00022010099536292195
1990-09-02 00:00:00 +0000 UTC,0.00024362822803489968,0.00023246422662027765,0.00021074521234994555
1990-09-03 00:00:00 +0000 UTC,0.000210733272502083,0.0002256648802709449,0.00019891674308864646
1990-09-04 00:00:00 +0000 UTC,0.00018323515183426786,0.00020811753107081407,0.00018775216879086937
1990-09-05 00:00:00 +0000 UTC,0.0003777779503771558,0.0003120626039249685,0.0002479668036646876
1990-09-06 00:00:00 +0000 UTC,0.0005114136804228902,0.0006624880591228957,0.00030480177951924136
1990-09-07 00:00:00 +0000 UTC,0.0004908543255559274,0.00046376839106162333,0.0002950490489072907
1990-09-08 00:00:00 +0000 UTC,0.00044716573092891713,0.00032138485849727004,0.0002784888691211883
1990-09-09 00:00:00 +0000 UTC,0.0003829177814349441,0.0002913702234023399,0.000262858160402909
1990-09-10 00:00:00 +0000 UTC,0.00037006820379047336,0.00027661043076319,0.00025029400474963604
1990-09-11 00:00:00 +0000 UTC,0.0003443690178657222,0.0002890915051202075,0.0002684456172558985
1990-09-12 00:00:00 +0000 UTC,0.00029554056154511407,0.00033641315584905234,0.0002533786048353781
1990-09-13 00:00:00 +0000 UTC,0.00025699179797589216,0.00026509849721904135,0.00023915725667118147
1990-09-14 00:00:00 +0000 UTC,0.00030325030813179647,0.0002502193481716831,0.00022573410827503044
1990-09-15 00:00:00 +0000 UTC,0.00054225266676962,0.00035667241432336255,0.000283816935746615
1990-09-16 00:00:00 +0000 UTC,0.0005345429201829375,0.000723417231562287,0.0003386397558771258
1990-09-17 00:00:00 +0000 UTC,0.00046001530857338785,0.000526336826803491,0.0003336885278667506
1990-09-18 00:00:00 +0000 UTC,0.00039319744355052066,0.0003733715846972633,0.0003149596350453758
1990-09-19 00:00:00 +0000 UTC,0.0003443690178657222,0.00033015124280574,0.0002981380710154993
1990-09-20 00:00:00 +0000 UTC,0.0003520787644524046,0.00034032923772544084,0.00031838490913559917
1990-09-21 00:00:00 +0000 UTC,0.0003726381193193675,0.00039690972855527473,0.00030051496054232617
1990-09-22 00:00:00 +0000 UTC,0.00037006820379047336,0.00032802114655042924,0.0003023360458360573
1990-09-23 00:00:00 +0000 UTC,0.00034693893339461635,0.00035975429218323225,0.00030074124817622993
1990-09-24 00:00:00 +0000 UTC,0.0003495088489235105,0.00035111754677486027,0.0002975170392537724
1990-09-25 00:00:00 +0000 UTC,0.00037006820379047336,0.00033483674627450257,0.0002808183388928725
1990-09-26 00:00:00 +0000 UTC,0.0003263795785276535,0.00031516793008833663,0.0002943957854400733
1990-09-27 00:00:00 +0000 UTC,0.0002981104770740082,0.0003586279950816333,0.0002778722712880575
1990-09-28 00:00:00 +0000 UTC,0.0002698413756203629,0.0002907251051649193,0.0002622761702765652
